Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,ACS22_5yr_B28008001,ACS22_5yr_B28008002,ACS22_5yr_B28008003,ACS22_5yr_B28008004,ACS22_5yr_B28008005,ACS22_5yr_B28008006,ACS22_5yr_B28008007,ACS22_5yr_B28008008,ACS22_5yr_B28008009,ACS22_5yr_B28008010,ACS22_5yr_B28008001s,ACS22_5yr_B28008002s,ACS22_5yr_B28008003s,ACS22_5yr_B28008004s,ACS22_5yr_B28008005s,ACS22_5yr_B28008006s,ACS22_5yr_B28008007s,ACS22_5yr_B28008008s,ACS22_5yr_B28008009s,ACS22_5yr_B28008010s,ACS22_5yr_B28010001,ACS22_5yr_B28010002,ACS22_5yr_B28010003,ACS22_5yr_B28010004,ACS22_5yr_B28010005,ACS22_5yr_B28010006,ACS22_5yr_B28010007,ACS22_5yr_B28010001s,ACS22_5yr_B28010002s,ACS22_5yr_B28010003s,ACS22_5yr_B28010004s,ACS22_5yr_B28010005s,ACS22_5yr_B28010006s,ACS22_5yr_B28010007s,ACS22_5yr_B28011001,ACS22_5yr_B28011002,ACS22_5yr_B28011003,ACS22_5yr_B28011004,ACS22_5yr_B28011005,ACS22_5yr_B28011006,ACS22_5yr_B28011007,ACS22_5yr_B28011008,ACS22_5yr_B28011001s,ACS22_5yr_B28011002s,ACS22_5yr_B28011003s,ACS22_5yr_B28011004s,ACS22_5yr_B28011005s,ACS22_5yr_B28011006s,ACS22_5yr_B28011007s,ACS22_5yr_B28011008s
"130019501001","Block Group 1, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1162,1069,0,595,494,345,149,101,474,93,283.6364,289.697,8.484848,158.7879,157.5758,135.7576,113.9394,56.9697,264.8485,45.45454,394,316,217,13,303,99,78,66.66666,65.45454,47.87879,10.30303,64.24242,45.45454,38.78788,394,245,0,159,57,37,13,136,66.66666,54.54546,8.484848,46.06061,33.33333,32.72727,13.93939,48.48485
"130019501002","Block Group 2, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,576,529,0,479,393,376,17,86,50,47,172.1212,170.303,8.484848,180,183.0303,182.4242,17.57576,47.27273,47.87879,24.24242,212,183,73,0,183,110,29,55.75758,52.72727,40,8.484848,52.72727,43.0303,15.75758,212,154,0,64,58,0,0,58,55.75758,56.9697,8.484848,40.60606,38.18182,8.484848,8.484848,28.48485
"130019501003","Block Group 3, Census Tract 9501, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1875,1847,0,1360,766,534,232,594,487,28,324.2424,323.0303,8.484848,286.0606,201.8182,138.7879,156.9697,232.7273,253.9394,19.39394,647,619,274,9,610,345,28,120,118.7879,74.54546,9.69697,120,120.6061,19.39394,647,501,0,194,50,25,73,73,120,110.303,8.484848,60,23.63636,22.42424,52.72727,46.66667
"130019502011","Block Group 1, Census Tract 9502.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1242,1242,0,806,553,441,112,253,436,0,163.0303,163.0303,8.484848,135.7576,144.8485,141.8182,70.90909,86.66666,130.9091,8.484848,516,516,156,0,516,360,0,78.18182,78.18182,43.0303,8.484848,78.18182,77.57576,8.484848,516,288,0,169,34,0,67,161,78.18182,56.36364,8.484848,58.18182,18.78788,8.484848,55.75758,59.39394
"130019502012","Block Group 2, Census Tract 9502.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1150,1101,0,913,699,434,265,214,188,49,211.5152,215.1515,8.484848,189.697,188.4848,132.7273,155.1515,91.51515,121.8182,35.75758,423,393,291,31,362,102,30,90.30303,90.30303,87.87878,23.63636,89.69697,42.42424,20.60606,423,342,0,219,75,0,38,43,90.30303,87.87878,8.484848,83.0303,30.30303,8.484848,24.84848,21.81818
"130019502021","Block Group 1, Census Tract 9502.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,975,926,6,813,713,498,215,100,107,49,209.0909,210.303,7.878788,216.9697,224.2424,150.303,146.6667,48.48485,62.42424,23.63636,453,420,151,20,400,269,33,86.66666,85.45454,47.87879,15.75758,86.66666,75.75758,14.54545,453,328,6,188,114,0,107,18,86.66666,61.81818,7.878788,57.57576,47.87879,8.484848,62.42424,11.51515
"130019502022","Block Group 2, Census Tract 9502.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1185,1085,0,900,606,305,301,294,185,100,240,229.697,8.484848,224.8485,154.5455,109.697,156.9697,179.3939,70.30303,54.54546,450,397,197,0,397,200,53,81.81818,78.78788,65.45454,8.484848,78.78788,64.84849,24.24242,450,267,0,207,7,0,85,98,81.81818,70.90909,8.484848,56.9697,7.272727,8.484848,37.57576,33.33333
"130019503011","Block Group 1, Census Tract 9503.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1171,888,0,668,419,419,0,249,220,283,272.1212,269.0909,8.484848,244.8485,141.8182,141.8182,8.484848,191.5152,146.0606,120,464,324,153,0,324,171,140,114.5455,110.303,53.93939,8.484848,110.303,103.6364,54.54546,464,201,0,129,37,0,37,226,114.5455,61.21212,8.484848,43.0303,26.06061,8.484848,35.15152,81.81818
"130019503012","Block Group 2, Census Tract 9503.01, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1393,1305,0,1257,1038,887,151,219,48,88,216.9697,201.8182,8.484848,205.4545,198.1818,178.1818,110.9091,119.3939,32.72727,56.36364,543,504,439,13,491,65,39,77.57576,75.15151,73.93939,13.93939,74.54546,35.75758,24.24242,543,456,0,379,30,0,13,74,77.57576,72.72727,8.484848,71.51515,18.18182,8.484848,12.72727,36.36364
"130019503021","Block Group 1, Census Tract 9503.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,726,726,0,551,393,282,111,158,175,0,180,180,8.484848,166.0606,113.3333,110.303,69.69697,113.9394,104.8485,8.484848,335,335,139,0,335,196,0,93.33334,93.33334,50.30303,8.484848,93.33334,81.21212,8.484848,335,221,0,166,15,0,99,15,93.33334,64.84849,8.484848,51.51515,13.33333,8.484848,67.87878,14.54545
"130019503022","Block Group 2, Census Tract 9503.02, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1033,988,0,827,615,615,0,212,161,45,164.2424,163.0303,8.484848,144.2424,113.3333,113.3333,8.484848,89.09091,84.84849,37.57576,479,434,194,0,434,240,45,95.15151,90.30303,44.24242,8.484848,90.30303,92.12122,37.57576,479,297,0,183,48,0,0,182,95.15151,47.27273,8.484848,36.36364,27.27273,8.484848,8.484848,87.87878
"130019504001","Block Group 1, Census Tract 9504, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,562,508,0,457,220,105,115,237,51,54,114.5455,118.1818,8.484848,112.1212,64.24242,51.51515,44.24242,102.4242,32.12121,20.60606,208,175,140,13,162,35,33,36.36364,36.9697,36.36364,7.272727,36.36364,10.90909,12.12121,208,144,0,76,17,0,19,45,36.36364,30.90909,8.484848,24.24242,7.878788,8.484848,16.36364,13.33333
"130019504002","Block Group 2, Census Tract 9504, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1152,1070,0,1021,845,776,69,176,49,82,242.4242,239.3939,8.484848,236.9697,240.6061,244.8485,45.45454,50.90909,21.21212,33.93939,373,332,261,2,330,71,41,52.72727,50.30303,49.09091,2.424242,50.90909,24.84848,16.9697,373,296,0,139,105,0,14,63,52.72727,50.90909,8.484848,44.84848,33.33333,8.484848,9.090909,20
"130019505001","Block Group 1, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,881,844,0,811,758,723,35,53,33,37,229.0909,232.1212,8.484848,232.7273,236.9697,239.3939,28.48485,30.90909,26.66667,18.18182,367,330,182,0,330,148,37,87.87878,90.90909,64.24242,8.484848,90.90909,75.15151,18.18182,367,312,8,239,44,0,0,55,87.87878,85.45454,8.484848,77.57576,37.57576,8.484848,8.484848,28.48485
"130019505002","Block Group 2, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1312,1228,0,576,507,378,129,69,652,84,303.6364,301.8182,8.484848,136.3636,126.0606,125.4545,55.75758,39.39394,243.0303,47.27273,407,367,236,16,351,131,40,86.06061,84.24242,52.72727,16.9697,86.06061,54.54546,15.15152,407,253,0,154,79,0,42,112,86.06061,53.33333,8.484848,48.48485,28.48485,8.484848,32.12121,47.27273
"130019505003","Block Group 3, Census Tract 9505, Appling County, Georgia","ga","150","00",,,,"13","001",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1585,1548,0,1289,738,575,163,551,259,37,243.6364,246.0606,8.484848,245.4545,220.6061,199.3939,77.57576,189.697,101.2121,26.66667,619,588,332,0,588,256,31,90.90909,90.90909,80,8.484848,90.90909,60,23.63636,619,478,0,187,98,0,56,85,90.90909,86.06061,8.484848,63.0303,59.39394,8.484848,32.72727,39.39394
"130039601001","Block Group 1, Census Tract 9601, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1227,958,0,581,533,422,111,48,377,269,206.6667,183.0303,8.484848,133.3333,126.6667,124.2424,55.75758,28.48485,146.6667,122.4242,474,377,203,41,336,174,97,69.09091,67.27273,51.51515,21.81818,62.42424,56.9697,36.9697,474,257,0,186,15,0,17,200,69.09091,50.30303,8.484848,47.27273,8.484848,8.484848,12.12121,58.18182
"130039601002","Block Group 2, Census Tract 9601, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,883,825,0,782,510,413,97,272,43,58,124.8485,123.6364,8.484848,132.7273,106.6667,101.2121,53.33333,109.697,28.48485,27.87879,447,413,255,23,390,158,34,60,60,51.51515,15.75758,60.60606,53.33333,15.75758,447,370,0,180,131,0,0,77,60,66.66666,8.484848,49.09091,40.60606,8.484848,8.484848,32.12121
"130039602001","Block Group 1, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2088,2041,0,1680,1083,1048,35,597,361,47,246.0606,249.0909,8.484848,226.0606,153.9394,152.7273,18.18182,188.4848,211.5152,66.66666,684,651,417,17,634,234,33,92.12122,92.12122,67.87878,10.90909,91.51515,77.57576,21.81818,684,567,0,334,74,6,64,53,92.12122,84.84849,8.484848,58.18182,30.90909,6.666667,61.21212,29.69697
"130039602002","Block Group 2, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,742,667,2,492,399,319,80,93,173,75,169.0909,173.9394,2.424242,154.5455,144.2424,136.9697,55.15152,51.51515,78.18182,47.27273,328,300,94,14,286,206,28,83.0303,83.63636,32.72727,13.33333,81.21212,77.57576,14.54545,328,232,2,194,91,0,19,77,83.0303,78.78788,2.424242,76.9697,61.81818,8.484848,15.15152,33.33333
"130039602003","Block Group 3, Census Tract 9602, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1709,1487,0,1138,814,594,220,324,349,222,245.4545,231.5152,8.484848,219.3939,201.8182,176.3636,103.6364,89.69697,120.6061,116.9697,613,531,360,44,487,171,82,86.66666,84.84849,66.06061,27.27273,82.42424,41.81818,32.72727,613,413,0,215,66,0,55,145,86.66666,72.72727,8.484848,53.93939,27.87879,8.484848,26.06061,38.18182
"130039603001","Block Group 1, Census Tract 9603, Atkinson County, Georgia","ga","150","00",,,,"13","003",,,"960300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1583,1491,0,1441,1098,1069,29,343,50,92,198.1818,202.4242,8.484848,205.4545,201.8182,200.6061,15.75758,129.0909,26.66667,30.30303,517,436,312,19,417,124,81,58.78788,60.60606,49.69697,10.30303,58.18182,36.9697,24.84848,517,421,0,314,22,4,40,56,58.78788,60,8.484848,52.12121,14.54545,3.636364,21.81818,28.48485
"130059701001","Block Group 1, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1263,1121,0,878,663,538,125,215,243,142,173.9394,174.5455,8.484848,168.4848,148.4848,144.2424,63.0303,105.4545,131.5152,69.09091,589,528,372,0,528,156,61,95.75758,93.93939,82.42424,8.484848,93.93939,61.21212,32.12121,589,465,0,413,36,0,38,86,95.75758,88.48485,8.484848,90.90909,29.09091,8.484848,30.90909,45.45454
"130059701002","Block Group 2, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,271,220,0,213,195,195,0,18,7,51,80,70.90909,8.484848,70.90909,73.33334,73.33334,8.484848,20.60606,6.666667,40,136,94,52,0,94,42,42,49.69697,35.15152,27.87879,8.484848,35.15152,23.0303,33.33333,136,87,0,68,33,0,0,49,49.69697,35.15152,8.484848,33.33333,20,8.484848,8.484848,33.93939
"130059701003","Block Group 3, Census Tract 9701, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,976,945,0,836,721,686,35,115,109,31,232.7273,235.7576,8.484848,222.4242,218.1818,223.6364,28.48485,49.69697,80.60606,18.18182,369,347,292,11,336,55,22,75.75758,78.18182,75.75758,10.30303,77.57576,27.27273,12.72727,369,319,11,265,30,0,13,37,75.75758,73.93939,10.90909,72.72727,21.81818,8.484848,11.51515,24.24242
"130059702011","Block Group 1, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2221,2054,0,1783,1298,1115,183,485,271,167,295.1515,303.0303,8.484848,268.4849,244.8485,245.4545,99.39394,190.303,145.4545,86.66666,707,604,275,9,595,329,103,91.51515,88.48485,72.12122,7.878788,88.48485,80,50.30303,707,551,0,302,217,0,20,136,91.51515,85.45454,8.484848,75.15151,66.66666,8.484848,21.21212,50.30303
"130059702012","Block Group 2, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1249,1185,0,1185,993,959,34,192,0,64,219.3939,215.1515,8.484848,215.1515,208.4848,213.9394,18.18182,111.5152,8.484848,43.63636,406,342,220,0,342,122,64,72.72727,57.57576,60,8.484848,57.57576,36.36364,43.63636,406,349,0,295,15,0,0,57,72.72727,57.57576,8.484848,58.18182,13.93939,8.484848,8.484848,42.42424
"130059702013","Block Group 3, Census Tract 9702.01, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1030,964,0,932,826,786,40,106,32,66,119.3939,124.8485,8.484848,127.8788,146.0606,141.2121,40,60.60606,27.27273,27.87879,391,343,271,33,310,72,48,62.42424,61.81818,56.9697,23.63636,66.66666,32.72727,21.81818,391,322,0,247,48,30,15,54,62.42424,57.57576,8.484848,53.33333,44.84848,33.33333,16.36364,23.63636
"130059702021","Block Group 1, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,713,618,0,487,389,355,34,98,131,95,173.9394,167.8788,8.484848,164.8485,146.0606,144.2424,36.9697,55.15152,110.9091,50.90909,287,233,138,6,227,95,54,63.0303,56.9697,46.06061,5.454545,57.57576,36.9697,24.24242,287,185,0,125,0,0,38,64,63.0303,58.78788,8.484848,44.84848,8.484848,8.484848,23.0303,23.0303
"130059702022","Block Group 2, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,634,627,0,584,485,461,24,99,43,7,135.1515,138.1818,8.484848,137.5758,130.9091,129.0909,17.57576,62.42424,29.69697,23.63636,260,258,126,0,258,132,2,66.66666,66.66666,38.18182,8.484848,66.66666,58.18182,6.666667,260,215,0,152,18,0,0,45,66.66666,61.81818,8.484848,41.21212,17.57576,8.484848,8.484848,30.90909
"130059702023","Block Group 3, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,770,690,6,555,460,397,63,95,129,80,132.1212,132.7273,6.666667,119.3939,113.3333,110.9091,28.48485,60.60606,69.09091,34.54546,362,295,219,46,249,76,67,56.36364,52.72727,52.72727,24.84848,44.24242,30.90909,29.09091,362,239,6,167,11,0,56,67,56.36364,47.87879,6.666667,40,10.90909,8.484848,29.69697,29.09091
"130059702024","Block Group 4, Census Tract 9702.02, Bacon County, Georgia","ga","150","00",,,,"13","005",,,"970202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1429,1386,0,1191,882,651,231,309,195,43,386.6667,386.0606,8.484848,346.0606,259.394,241.2121,118.7879,164.2424,135.1515,39.39394,402,359,229,0,359,130,43,90.30303,87.87878,69.69697,8.484848,87.87878,58.78788,39.39394,402,324,0,238,19,0,0,78,90.30303,76.9697,8.484848,68.48485,17.57576,8.484848,8.484848,52.12121
"130079601001","Block Group 1, Census Tract 9601, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,918,786,0,706,422,397,25,284,80,132,146.0606,136.9697,8.484848,133.9394,107.2727,107.8788,21.81818,95.15151,30.90909,47.87879,396,318,186,27,291,132,78,57.57576,49.09091,32.72727,16.9697,48.48485,36.36364,26.66667,396,256,0,115,49,0,22,118,57.57576,43.63636,8.484848,27.27273,17.57576,8.484848,15.15152,33.33333
"130079601002","Block Group 2, Census Tract 9601, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,916,834,0,768,221,178,43,547,66,82,180.6061,189.0909,8.484848,187.8788,85.45454,81.21212,26.66667,196.3636,40,44.24242,310,228,80,5,223,148,82,54.54546,49.69697,22.42424,5.454545,49.69697,53.33333,44.24242,310,193,0,29,59,0,0,117,54.54546,47.27273,8.484848,11.51515,22.42424,8.484848,8.484848,49.69697
"130079602001","Block Group 1, Census Tract 9602, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,620,440,0,398,398,398,0,0,42,180,134.5455,132.7273,8.484848,128.4848,128.4848,128.4848,8.484848,8.484848,18.18182,97.57576,222,132,108,0,132,24,90,53.93939,43.63636,44.84848,8.484848,43.63636,12.72727,44.84848,222,121,0,44,91,0,0,101,53.93939,46.66667,8.484848,23.0303,42.42424,8.484848,8.484848,44.84848
"130079602002","Block Group 2, Census Tract 9602, Baker County, Georgia","ga","150","00",,,,"13","007",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,395,301,0,128,39,39,0,89,173,94,90.90909,83.0303,8.484848,44.84848,18.78788,18.78788,8.484848,44.24242,65.45454,46.66667,169,103,63,16,87,40,66,39.39394,29.69697,19.39394,10.90909,27.27273,21.21212,29.69697,169,64,0,7,19,9,14,91,39.39394,24.24242,8.484848,6.060606,15.75758,7.878788,7.272727,27.87879
"130099701011","Block Group 1, Census Tract 9701.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1788,1572,0,1539,1368,903,465,171,33,216,326.6667,332.1212,8.484848,336.3636,307.8788,204.8485,256.3636,140.6061,27.87879,152.7273,486,436,395,0,436,41,50,84.84849,86.66666,84.24242,8.484848,86.66666,30.30303,29.69697,486,423,0,397,23,10,3,60,84.84849,86.66666,8.484848,87.87878,20.60606,10.90909,4.242424,32.12121
"130099701012","Block Group 2, Census Tract 9701.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,618,605,0,360,351,171,180,9,245,13,201.2121,203.0303,8.484848,156.3636,157.5758,116.3636,137.5758,11.51515,125.4545,14.54545,198,185,155,0,185,30,13,60.60606,61.21212,60.60606,8.484848,61.21212,24.24242,14.54545,198,77,0,68,0,0,80,41,60.60606,30.30303,8.484848,27.87879,8.484848,8.484848,61.81818,26.66667
"130099701021","Block Group 1, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1075,1027,0,778,729,651,78,49,249,48,235.7576,230.9091,8.484848,230.9091,226.6667,210.9091,75.75758,38.18182,132.1212,46.66667,481,457,338,10,447,119,24,110.303,107.2727,95.75758,12.12121,107.2727,59.39394,23.63636,481,359,0,338,146,0,0,122,110.303,106.6667,8.484848,105.4545,93.33334,8.484848,8.484848,58.18182
"130099701022","Block Group 2, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,765,654,0,654,654,654,0,0,0,111,195.1515,174.5455,8.484848,174.5455,174.5455,174.5455,8.484848,8.484848,8.484848,86.06061,302,254,248,0,254,6,48,73.93939,66.06061,66.06061,8.484848,66.06061,5.454545,38.18182,302,296,0,248,6,14,0,6,73.93939,73.33334,8.484848,66.06061,5.454545,15.15152,8.484848,6.666667
"130099701023","Block Group 3, Census Tract 9701.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1149,1005,70,935,913,913,0,22,0,144,190.9091,170.9091,61.21212,175.7576,172.1212,172.1212,8.484848,17.57576,8.484848,105.4545,659,553,474,6,547,79,106,131.5152,117.5758,123.0303,5.454545,118.1818,52.72727,72.12122,659,633,41,492,25,0,0,26,131.5152,135.7576,34.54546,112.7273,20.60606,8.484848,8.484848,26.66667
"130099702011","Block Group 1, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,682,682,0,682,682,440,242,0,0,0,242.4242,242.4242,8.484848,242.4242,242.4242,262.4243,164.8485,8.484848,8.484848,8.484848,167,167,157,0,167,10,0,52.72727,52.72727,50.30303,8.484848,52.72727,12.72727,8.484848,167,167,0,167,0,0,0,0,52.72727,52.72727,8.484848,52.72727,8.484848,8.484848,8.484848,8.484848
"130099702012","Block Group 2, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1661,1648,0,1648,1534,805,729,114,0,13,255.7576,256.3636,8.484848,256.3636,253.9394,238.1818,193.3333,89.09091,8.484848,13.93939,662,649,649,9,640,0,13,133.9394,135.1515,135.1515,9.090909,135.7576,8.484848,13.93939,662,662,0,594,80,0,0,0,133.9394,133.9394,8.484848,135.7576,71.51515,8.484848,8.484848,8.484848
"130099702013","Block Group 3, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,512,512,0,477,477,399,78,0,35,0,261.2121,261.2121,8.484848,258.1818,258.1818,277.5757,66.66666,8.484848,37.57576,8.484848,155,155,129,0,155,26,0,77.57576,77.57576,71.51515,8.484848,77.57576,27.27273,8.484848,155,147,0,121,26,0,8,0,77.57576,77.57576,8.484848,71.51515,27.27273,8.484848,8.484848,8.484848
"130099702014","Block Group 4, Census Tract 9702.01, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970201","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,508,508,0,475,315,296,19,160,33,0,135.1515,135.1515,8.484848,134.5455,115.7576,115.7576,15.15152,72.72727,28.48485,8.484848,276,276,132,0,276,144,0,68.48485,68.48485,44.24242,8.484848,68.48485,55.15152,8.484848,276,243,0,166,0,0,33,0,68.48485,67.27273,8.484848,58.18182,8.484848,8.484848,28.48485,8.484848
"130099702021","Block Group 1, Census Tract 9702.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1039,1039,0,801,801,736,65,0,238,0,353.9394,353.9394,8.484848,278.1818,278.1818,263.6364,64.24242,8.484848,160,8.484848,300,300,153,32,268,147,0,78.18182,78.18182,40.60606,22.42424,78.78788,68.48485,8.484848,300,245,0,214,19,21,40,15,78.18182,66.06061,8.484848,64.24242,20.60606,15.75758,35.75758,15.75758
"130099702022","Block Group 2, Census Tract 9702.02, Baldwin County, Georgia","ga","150","00",,,,"13","009",,,"970202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,728,643,0,609,546,416,130,63,34,85,146.0606,143.0303,8.484848,149.0909,145.4545,116.9697,84.24242,37.57576,24.24242,48.48485,349,297,238,0,297,59,52,66.06061,58.78788,55.75758,8.484848,58.78788,26.66667,34.54546,349,282,0,226,37,10,0,67,66.06061,61.21212,8.484848,49.69697,18.18182,10.30303,8.484848,32.12121
